,tract,total_preschools_one_mile,total_preschools_five_mile,total_elementary_2.5_mile,total_good_elementary_2.5_mile,nearest_elementary_dist,PI_elementary,nearest_elementary,total_middle_2.5_mile,total_good_middle_2.5_mile,nearest_middle_dist,PI_middle,nearest_middle,total_High_2.5_mile,total_good_High_2.5_mile,nearest_High_dist,PI_High,nearest_High
425,174206,6,29,21,23,279,26,"('Birch Elementary School', (41.425407, -81.889489))",7,5,158,16,"('North Olmsted Middle School', (41.416638299999995, -81.91906469999999))",16,9,373,16,"('North Olmsted High School', (41.4062671, -81.9253875))"
131,174207,5,30,23,23,129,26,"('Birch Elementary School', (41.425407, -81.889489))",6,5,350,16,"('North Olmsted Middle School', (41.416638299999995, -81.91906469999999))",16,9,424,16,"('North Olmsted High School', (41.4062671, -81.9253875))"
221,175103,6,29,27,23,340,16,"('Albion Elementary School', (41.337343100000005, -81.75597490000001))",6,5,317,12,"('Albion Middle School', (41.3312685, -81.7997838))",16,9,438,12,"('North Royalton High School', (41.309153, -81.7331318))"
337,175104,6,30,26,23,253,16,"('Albion Elementary School', (41.337343100000005, -81.75597490000001))",7,5,334,12,"('North Royalton Middle School', (41.3112945, -81.7334567))",16,9,386,12,"('North Royalton High School', (41.309153, -81.7331318))"
401,175105,6,31,27,23,152,12,"('Valley Vista Elementary School', (41.3330341, -81.71437879999999))",7,5,290,12,"('North Royalton Middle School', (41.3112945, -81.7334567))",16,9,367,12,"('North Royalton High School', (41.309153, -81.7331318))"
222,175106,6,31,25,23,267,12,"('Valley Vista Elementary School', (41.3330341, -81.71437879999999))",7,5,413,20,"('North Royalton Middle School', (41.3112945, -81.7334567))",15,9,399,20,"('Normandy High School', (41.362539899999994, -81.6989844))"
132,175201,6,30,30,23,441,175,(),7,5,364,12,"('North Royalton Middle School', (41.3112945, -81.7334567))",16,9,377,12,"('North Royalton High School', (41.309153, -81.7331318))"
223,175202,6,31,30,23,441,175,(),7,5,220,12,"('North Royalton Middle School', (41.3112945, -81.7334567))",16,9,255,12,"('North Royalton High School', (41.309153, -81.7331318))"
133,176100,5,29,24,23,208,18,"('Falls-Lenox Primary Elementary School', (41.374034, -81.913865))",7,5,348,8,"('Olmsted Falls Middle School', (41.3713867, -81.936009))",15,9,302,8,"('Olmsted Falls High School', (41.3707919, -81.9268845))"
397,176200,6,30,25,23,402,18,"('Falls-Lenox Primary Elementary School', (41.374034, -81.913865))",7,5,402,8,"('Olmsted Falls Middle School', (41.3713867, -81.936009))",16,9,366,8,"('Olmsted Falls High School', (41.3707919, -81.9268845))"
393,177101,5,25,22,21,409,53,"('Brookview Elementary School', (41.4044776, -81.7924194))",6,5,101,57,"('Greenbriar Middle School', (41.3964556, -81.7743444))",12,6,2,57,"('Quest Community School', (41.4062808, -81.7704122))"
20,177103,6,23,21,21,176,76,"('Ridge-Brook Elementary School', (41.415957, -81.739254))",6,5,261,22,"('Brooklyn Middle School', (41.4307373, -81.7485671))",10,5,319,22,"('Brooklyn High School', (41.4305769, -81.7499083))"
224,177104,6,22,20,21,164,76,"('Ridge-Brook Elementary School', (41.415957, -81.739254))",4,5,315,23,"('Brooklyn Middle School', (41.4307373, -81.7485671))",10,6,240,23,"('Constellation Schools: Parma Community', (41.4002222, -81.72147))"
99,177201,6,22,19,21,167,78,"('Thoreau Park Elementary School', (41.4141668, -81.7216407))",5,5,330,23,"('Shiloh Middle School', (41.3956619, -81.6970824))",10,6,95,23,"('Constellation Schools: Parma Community', (41.4002222, -81.72147))"
225,177202,6,21,19,21,95,78,"('Thoreau Park Elementary School', (41.4141668, -81.7216407))",5,5,302,23,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",12,8,228,23,"('Constellation Schools: Parma Community', (41.4002222, -81.72147))"
226,177302,6,27,23,22,363,73,"('John Muir Elementary School', (41.4111098, -81.69681109999999))",6,5,13,29,"('Shiloh Middle School', (41.3956619, -81.6970824))",14,9,354,29,"('Parma High School', (41.3925934, -81.7206631))"
338,177303,5,23,20,21,97,73,"('John Muir Elementary School', (41.4111098, -81.69681109999999))",6,5,263,30,"('Shiloh Middle School', (41.3956619, -81.6970824))",13,8,350,30,"('Facing History High School@Charles Mooney', (41.435166100000004, -81.70521550000001))"
82,177304,6,23,20,21,16,73,"('John Muir Elementary School', (41.4111098, -81.69681109999999))",6,5,162,23,"('Shiloh Middle School', (41.3956619, -81.6970824))",13,8,340,23,"('Constellation Schools: Parma Community', (41.4002222, -81.72147))"
134,177403,5,28,20,22,13,65,"('Renwood Elementary School', (41.3975396, -81.74019969999999))",5,5,375,23,"('Greenbriar Middle School', (41.3964556, -81.7743444))",10,6,230,23,"('Constellation Schools: Parma Community', (41.4002222, -81.72147))"
48,177404,6,30,23,23,214,65,"('Renwood Elementary School', (41.3975396, -81.74019969999999))",6,5,389,29,"('Greenbriar Middle School', (41.3964556, -81.7743444))",12,7,237,29,"('Parma High School', (41.3925934, -81.7206631))"
109,177405,6,29,21,22,283,65,"('Renwood Elementary School', (41.3975396, -81.74019969999999))",6,5,349,29,"('Shiloh Middle School', (41.3956619, -81.6970824))",12,7,63,29,"('Parma High School', (41.3925934, -81.7206631))"
21,177406,6,24,21,22,302,46,"('Global Village Academy', (41.406589000000004, -81.711048))",5,5,273,23,"('Shiloh Middle School', (41.3956619, -81.6970824))",13,7,1,23,"('Constellation Schools: Parma Community', (41.4002222, -81.72147))"
227,177501,6,27,21,22,333,46,"('Global Village Academy', (41.406589000000004, -81.711048))",7,5,29,29,"('Shiloh Middle School', (41.3956619, -81.6970824))",14,9,199,29,"('Parma High School', (41.3925934, -81.7206631))"
135,177503,6,32,26,23,298,49,"('Dentzler Elementary School', (41.3714427, -81.71055240000001))",6,5,257,20,"('Shiloh Middle School', (41.3956619, -81.6970824))",14,9,232,20,"('Normandy High School', (41.362539899999994, -81.6989844))"
228,177504,6,32,26,23,48,49,"('Dentzler Elementary School', (41.3714427, -81.71055240000001))",6,5,352,20,"('Hillside Middle School', (41.3663035, -81.6760349))",14,9,137,20,"('Normandy High School', (41.362539899999994, -81.6989844))"
339,177505,6,32,27,23,124,19,"('Green Valley Elementary School', (41.3601658, -81.698327))",7,5,322,20,"('Hillside Middle School', (41.3663035, -81.6760349))",16,9,62,20,"('Normandy High School', (41.362539899999994, -81.6989844))"
340,177604,5,29,25,23,373,56,"('Pleasant Valley Elementary School', (41.3651245, -81.7540916))",6,5,395,28,"('Middleburg Heights Junior High', (41.3784354, -81.8039891))",16,9,252,28,"('Valley Forge High School', (41.3720144, -81.7556287))"
49,177605,6,29,25,23,394,56,"('Pleasant Valley Elementary School', (41.3651245, -81.7540916))",6,5,420,28,"('Middleburg Heights Junior High', (41.3784354, -81.8039891))",16,9,329,28,"('Valley Forge High School', (41.3720144, -81.7556287))"
136,177606,6,29,26,23,301,56,"('Pleasant Valley Elementary School', (41.3651245, -81.7540916))",7,5,408,28,"('Greenbriar Middle School', (41.3964556, -81.7743444))",13,8,76,28,"('Valley Forge High School', (41.3720144, -81.7556287))"
229,177607,6,31,24,23,280,56,"('Pleasant Valley Elementary School', (41.3651245, -81.7540916))",8,5,377,28,(),16,9,281,28,"('Valley Forge High School', (41.3720144, -81.7556287))"
230,177608,6,31,23,23,367,49,"('Dentzler Elementary School', (41.3714427, -81.71055240000001))",7,5,347,29,"('Shiloh Middle School', (41.3956619, -81.6970824))",13,9,165,29,"('Parma High School', (41.3925934, -81.7206631))"
137,177609,6,32,25,23,396,49,"('Dentzler Elementary School', (41.3714427, -81.71055240000001))",8,5,377,20,(),14,9,344,20,"('Normandy High School', (41.362539899999994, -81.6989844))"
398,178101,5,25,24,23,229,58,"('Parma Park Elementary School', (41.3800039, -81.7716866))",5,5,63,62,"('Greenbriar Middle School', (41.3964556, -81.7743444))",14,7,277,62,"('Summit Academy Community School-Parma', (41.403473, -81.7695449))"
420,178102,6,28,22,22,361,65,"('Renwood Elementary School', (41.3975396, -81.74019969999999))",6,5,128,62,"('Greenbriar Middle School', (41.3964556, -81.7743444))",10,6,159,62,"('Summit Academy Community School-Parma', (41.403473, -81.7695449))"
83,178201,6,29,23,23,312,65,"('Renwood Elementary School', (41.3975396, -81.74019969999999))",7,5,178,62,"('Greenbriar Middle School', (41.3964556, -81.7743444))",12,7,241,62,"('Summit Academy Community School-Parma', (41.403473, -81.7695449))"
50,178204,6,29,26,23,347,56,"('Pleasant Valley Elementary School', (41.3651245, -81.7540916))",7,5,356,28,"('Greenbriar Middle School', (41.3964556, -81.7743444))",12,7,56,28,"('Valley Forge High School', (41.3720144, -81.7556287))"
382,178205,6,26,25,23,106,58,"('Parma Park Elementary School', (41.3800039, -81.7716866))",6,5,132,28,"('Greenbriar Middle School', (41.3964556, -81.7743444))",14,7,274,28,"('Valley Forge High School', (41.3720144, -81.7556287))"
211,178206,6,27,24,23,77,58,"('Parma Park Elementary School', (41.3800039, -81.7716866))",6,5,281,28,"('Greenbriar Middle School', (41.3964556, -81.7743444))",14,7,214,28,"('Valley Forge High School', (41.3720144, -81.7556287))"
341,179101,6,26,25,23,427,6,"('Bryden Elementary School', (41.469052399999995, -81.50006490000001))",6,5,245,11,"('Beachwood Middle School', (41.481005100000004, -81.50058990000001))",15,9,316,11,"('Beachwood High School', (41.4840561, -81.5013459))"
231,179102,6,30,29,23,439,27,"('Moreland Hills Elementary School', (41.452724700000005, -81.4567938))",7,5,344,5,"('Ballard Brady Middle School', (41.454769, -81.455866))",16,9,335,5,"('Orange High School', (41.4583654, -81.4539252))"
51,180102,6,26,22,20,359,101,"('Richmond Heights Elementary School', (41.5547732, -81.49289759999999))",5,4,314,43,"('Memorial Junior High School', (41.5258261, -81.5078735))",15,8,187,43,"('Richmond Heights Secondary School', (41.5552085, -81.49482049999999))"
138,180103,6,28,21,18,184,92,"('Chardon Hills Elementary School', (41.5695073, -81.51959000000001))",7,5,256,43,"('Euclid Central Middle School', (41.5695433, -81.5360939))",14,8,304,43,"('Richmond Heights Secondary School', (41.5552085, -81.49482049999999))"
342,180104,6,31,25,22,384,101,"('Richmond Heights Elementary School', (41.5547732, -81.49289759999999))",7,5,423,43,"('Euclid Central Middle School', (41.5695433, -81.5360939))",15,8,236,43,"('Richmond Heights Secondary School', (41.5552085, -81.49482049999999))"
232,181100,6,23,26,23,193,8,"('Kensington Intermediate Elementary School', (41.4841505, -81.84472029999999))",6,5,75,4,"('Rocky River Middle School', (41.475781, -81.842398))",16,9,80,4,"('Rocky River High School', (41.473676399999995, -81.85114920000001))"
22,181201,5,24,23,23,74,5,"('Goldwood Primary Elementary School', (41.46062379999999, -81.8593428))",6,5,291,4,"('Rocky River Middle School', (41.475781, -81.842398))",16,9,243,4,"('Rocky River High School', (41.473676399999995, -81.85114920000001))"
233,181203,6,20,23,22,259,8,"('Kensington Intermediate Elementary School', (41.4841505, -81.84472029999999))",3,4,16,4,"('Rocky River Middle School', (41.475781, -81.842398))",15,9,161,4,"('Rocky River High School', (41.473676399999995, -81.85114920000001))"
139,181204,6,14,20,21,395,5,"('Goldwood Primary Elementary School', (41.46062379999999, -81.8593428))",2,4,136,4,"('Rocky River Middle School', (41.475781, -81.842398))",16,9,234,4,"('Rocky River High School', (41.473676399999995, -81.85114920000001))"
399,182103,6,27,25,23,411,73,"('John Muir Elementary School', (41.4111098, -81.69681109999999))",6,5,271,13,"('Shiloh Middle School', (41.3956619, -81.6970824))",15,9,426,13,"('Cuyahoga Hts High School', (41.4272786, -81.64272170000001))"
52,182104,6,31,27,23,437,73,"('John Muir Elementary School', (41.4111098, -81.69681109999999))",5,5,228,6,"('Shiloh Middle School', (41.3956619, -81.6970824))",14,9,397,6,"('Independence High School', (41.3741954, -81.64907020000001))"
84,182105,6,31,27,23,440,19,"('Green Valley Elementary School', (41.3601658, -81.698327))",5,5,105,6,"('Hillside Middle School', (41.3663035, -81.6760349))",15,9,307,6,"('Independence High School', (41.3741954, -81.64907020000001))"
234,182106,6,31,27,23,416,19,"('Green Valley Elementary School', (41.3601658, -81.698327))",6,5,43,20,"('Hillside Middle School', (41.3663035, -81.6760349))",15,9,337,20,"('Normandy High School', (41.362539899999994, -81.6989844))"
432,183100,6,15,11,13,265,60,"('Woodbury Elementary School', (41.4769316, -81.57387309999999))",6,4,121,36,"('Roxboro Middle School', (41.49416110000001, -81.59005859999999))",9,7,178,36,"('HBCU Preparatory School 1', (41.4844347, -81.5950935))"
313,183200,5,16,16,17,307,36,"('Fernway Elementary School', (41.47078, -81.557343))",6,5,161,21,"('Shaker Hts Middle School', (41.4771695, -81.53185))",12,8,248,21,"('Shaker Hts High School', (41.47322, -81.568149))"
53,183300,5,18,18,18,399,108,"('Gearity Professional Development School', (41.4954999, -81.5259121))",6,5,52,11,"('Shaker Hts Middle School', (41.4771695, -81.53185))",14,9,272,11,"('Beachwood High School', (41.4840561, -81.5013459))"
100,183401,5,19,7,8,67,17,"('Onaway Elementary School', (41.4751216, -81.5721989))",5,4,313,21,"('Chapelside Cleveland Academy', (41.4540529, -81.5905679))",11,6,42,21,"('Shaker Hts High School', (41.47322, -81.568149))"
314,183402,5,19,7,8,99,17,"('Onaway Elementary School', (41.4751216, -81.5721989))",5,4,297,21,"('Chapelside Cleveland Academy', (41.4540529, -81.5905679))",11,6,45,21,"('Shaker Hts High School', (41.47322, -81.568149))"
23,183501,6,18,17,16,354,36,"('Fernway Elementary School', (41.47078, -81.557343))",5,4,91,21,"('Shaker Hts Middle School', (41.4771695, -81.53185))",11,7,356,21,"('Shaker Hts High School', (41.47322, -81.568149))"
404,183502,6,18,15,14,12,36,"('Fernway Elementary School', (41.47078, -81.557343))",4,3,264,21,"('Shaker Hts Middle School', (41.4771695, -81.53185))",11,7,125,21,"('Shaker Hts High School', (41.47322, -81.568149))"
315,183603,6,21,13,11,248,163,"('Andrew J Rickoff', (41.46344620000001, -81.5794547))",5,3,233,21,"('Chapelside Cleveland Academy', (41.4540529, -81.5905679))",11,6,193,21,"('Shaker Hts High School', (41.47322, -81.568149))"
140,183604,6,22,15,13,117,50,"('Lomond Elementary School', (41.4604076, -81.5535868))",5,3,355,53,"('Chapelside Cleveland Academy', (41.4540529, -81.5905679))",11,6,179,53,"('John F Kennedy High School', (41.44893270000001, -81.5603283))"
54,183605,6,19,16,15,303,145,"('Adlai Stevenson School', (41.454660100000005, -81.55096879999999))",5,4,225,19,"('Shaker Hts Middle School', (41.4771695, -81.53185))",13,7,269,19,"('Whitney Young School', (41.4487351, -81.5528087))"
343,183606,4,19,17,15,28,50,"('Lomond Elementary School', (41.4604076, -81.5535868))",5,3,294,19,"('Warrensville Heights Middle School', (41.4435489, -81.53521579999999))",13,7,188,19,"('Whitney Young School', (41.4487351, -81.5528087))"
316,184103,6,31,29,23,35,3,"('Dorothy E Lewis Elementary School', (41.4103391, -81.449815))",7,5,427,3,"('Heskett Middle School', (41.4043559, -81.4978656))",16,9,429,3,"('Solon High School', (41.37767, -81.44103879999999))"
317,184104,6,32,25,23,404,3,"('Dorothy E Lewis Elementary School', (41.4103391, -81.449815))",5,5,392,3,"('Heskett Middle School', (41.4043559, -81.4978656))",16,9,388,3,"('Solon High School', (41.37767, -81.44103879999999))"
141,184105,6,32,26,23,360,1,"('Arthur Road Elementary School', (41.3721492, -81.4413098))",6,5,186,3,"('Orchard Middle School', (41.3741941, -81.43982109999999))",16,9,309,3,"('Solon High School', (41.37767, -81.44103879999999))"
55,184106,5,32,25,23,149,22,"('Grace L Roxbury Elementary School', (41.3739726, -81.44290409999999))",6,5,32,3,"('Orchard Middle School', (41.3741941, -81.43982109999999))",16,9,11,3,"('Solon High School', (41.37767, -81.44103879999999))"
142,184108,6,32,26,23,382,2,"('Parkside Elementary School', (41.3729727, -81.4352544))",6,5,146,3,"('Solon Middle School', (41.373483, -81.434099))",16,9,333,3,"('Solon High School', (41.37767, -81.44103879999999))"
405,185101,6,24,19,17,278,135,"('Oxford Elementary School', (41.535133, -81.54481899999999))",5,4,163,27,"('Monticello Middle School', (41.53078370000001, -81.5487814))",11,4,407,27,"('Brush High School', (41.5220323, -81.5052972))"
318,185102,6,24,19,17,15,66,"('Adrian Elementary School', (41.5311063, -81.52604529999999))",6,4,190,27,"('Memorial Junior High School', (41.5258261, -81.5078735))",13,7,321,27,"('Brush High School', (41.5220323, -81.5052972))"
24,185103,6,22,17,16,210,66,"('Adrian Elementary School', (41.5311063, -81.52604529999999))",6,4,176,27,"('Memorial Junior High School', (41.5258261, -81.5078735))",15,9,289,27,"('Brush High School', (41.5220323, -81.5052972))"
422,185104,6,23,19,19,186,66,"('Adrian Elementary School', (41.5311063, -81.52604529999999))",6,4,84,27,"('Memorial Junior High School', (41.5258261, -81.5078735))",14,8,224,27,"('Brush High School', (41.5220323, -81.5052972))"
85,185201,6,17,18,17,329,74,"('Rowland Elementary School', (41.509168, -81.526237))",5,4,372,33,"('Monticello Middle School', (41.53078370000001, -81.5487814))",15,9,138,33,"('Cleveland Heights High School', (41.4998796, -81.5298547))"
56,185202,5,18,18,17,92,74,"('Rowland Elementary School', (41.509168, -81.526237))",5,4,326,33,"('Memorial Junior High School', (41.5258261, -81.5078735))",14,9,163,33,"('Cleveland Heights High School', (41.4998796, -81.5298547))"
319,185203,5,18,19,19,27,88,"('Greenview Upper Elementary School', (41.511967999999996, -81.517158))",4,4,218,33,"('Memorial Junior High School', (41.5258261, -81.5078735))",14,9,222,33,"('Cleveland Heights High School', (41.4998796, -81.5298547))"
383,186103,6,32,26,23,290,31,"('Drake Elementary School', (41.332813200000004, -81.8533913))",7,5,167,9,"('Center Middle School', (41.3177094, -81.8382451))",16,9,355,9,"('Strongsville High School', (41.30336679999999, -81.8460037))"
320,186104,6,30,24,23,348,31,"('Drake Elementary School', (41.332813200000004, -81.8533913))",6,5,310,18,"('Center Middle School', (41.3177094, -81.8382451))",16,9,432,18,"('Berea-Midpark High School', (41.3732823, -81.8451512))"
143,186105,6,31,26,23,41,48,"('Surrarrer Elementary School', (41.341862799999994, -81.8697753))",7,5,418,67,"('Center Middle School', (41.3177094, -81.8382451))",17,9,392,67,()
415,186106,6,32,25,23,428,31,"('Drake Elementary School', (41.332813200000004, -81.8533913))",6,5,231,9,"('Center Middle School', (41.3177094, -81.8382451))",16,9,428,9,"('Strongsville High School', (41.30336679999999, -81.8460037))"
57,186107,6,28,26,23,388,40,"('Whitney Elementary School', (41.344397, -81.79040690000001))",6,5,2,67,"('Albion Middle School', (41.3312685, -81.7997838))",17,9,392,67,()
144,186201,6,32,27,23,212,61,"('Zellers Elementary School', (41.3076242, -81.82882690000001))",6,5,274,9,"('Center Middle School', (41.3177094, -81.8382451))",16,9,310,9,"('Strongsville High School', (41.30336679999999, -81.8460037))"
321,186202,6,33,28,23,417,57,"('Kinsner Elementary School', (41.28166220000001, -81.8468078))",8,5,377,9,(),16,9,404,9,"('Strongsville High School', (41.30336679999999, -81.8460037))"
344,186203,6,32,29,23,442,61,"('Zellers Elementary School', (41.3076242, -81.82882690000001))",8,5,377,67,(),17,9,392,67,()
402,186205,6,32,26,23,313,44,"('Muraski Elementary School', (41.313103999999996, -81.8495066))",7,5,207,9,"('Center Middle School', (41.3177094, -81.8382451))",16,9,3,9,"('Strongsville High School', (41.30336679999999, -81.8460037))"
322,186206,6,32,27,23,375,57,"('Kinsner Elementary School', (41.28166220000001, -81.8468078))",7,5,394,9,"('Center Middle School', (41.3177094, -81.8382451))",16,9,195,9,"('Strongsville High School', (41.30336679999999, -81.8460037))"
145,187103,6,17,15,18,233,70,"('Canterbury Elementary School', (41.492090999999995, -81.55031899999999))",5,4,362,33,"('Shaker Hts Middle School', (41.4771695, -81.53185))",15,9,192,33,"('Cleveland Heights High School', (41.4998796, -81.5298547))"
58,187104,6,17,16,19,130,70,"('Canterbury Elementary School', (41.492090999999995, -81.55031899999999))",5,5,232,33,"('Shaker Hts Middle School', (41.4771695, -81.53185))",14,9,205,33,"('Cleveland Heights High School', (41.4998796, -81.5298547))"
146,187105,4,15,17,19,136,108,"('Gearity Professional Development School', (41.4954999, -81.5259121))",6,5,216,33,"('Shaker Hts Middle School', (41.4771695, -81.53185))",13,9,60,33,"('Cleveland Heights High School', (41.4998796, -81.5298547))"
384,187106,4,15,20,20,59,108,"('Gearity Professional Development School', (41.4954999, -81.5259121))",5,5,246,33,"('Shaker Hts Middle School', (41.4771695, -81.53185))",14,9,96,33,"('Cleveland Heights High School', (41.4998796, -81.5298547))"
345,188103,6,24,19,16,33,127,"('Eastwood Elementary School', (41.4485925, -81.5414729))",5,3,45,51,"('Warrensville Heights Middle School', (41.4435489, -81.53521579999999))",12,6,117,51,"('Warrensville Heights High School', (41.443428499999996, -81.5306741))"
147,188104,6,28,23,17,353,131,"('Green Inspiration Academy', (41.444329100000004, -81.5276298))",5,2,77,51,"('Warrensville Heights Middle School', (41.4435489, -81.53521579999999))",9,4,149,51,"('Warrensville Heights High School', (41.443428499999996, -81.5306741))"
148,188105,6,29,25,19,104,129,"('John Dewey Elementary School', (41.4360035, -81.5140385))",5,2,177,65,"('The Haley School', (41.426435, -81.50066190000001))",12,6,177,65,"('STEAM Academy of Warrensville Heights', (41.432138200000004, -81.4989026))"
438,188106,6,31,26,20,169,129,"('John Dewey Elementary School', (41.4360035, -81.5140385))",4,2,64,65,"('The Haley School', (41.426435, -81.50066190000001))",12,6,122,65,"('STEAM Academy of Warrensville Heights', (41.432138200000004, -81.4989026))"
149,188107,6,31,25,20,232,129,"('John Dewey Elementary School', (41.4360035, -81.5140385))",4,2,51,65,"('The Haley School', (41.426435, -81.50066190000001))",12,6,27,65,"('STEAM Academy of Warrensville Heights', (41.432138200000004, -81.4989026))"
346,189105,6,23,23,23,272,11,"('Hilliard Elementary School', (41.4616626, -81.88935359999999))",6,5,360,14,"('Lee Burneson Middle School', (41.4547027, -81.9247752))",15,9,383,14,"('Westlake High School', (41.4606403, -81.9289916))"
150,189107,6,22,21,23,266,11,"('Hilliard Elementary School', (41.4616626, -81.88935359999999))",5,5,280,14,"('Lee Burneson Middle School', (41.4547027, -81.9247752))",16,9,374,14,"('Westlake High School', (41.4606403, -81.9289916))"
385,189108,6,30,24,23,424,13,"('Bassett Elementary School', (41.4564178, -81.94266))",6,5,365,25,"('Lee Burneson Middle School', (41.4547027, -81.9247752))",14,9,14,25,"('Albert Einstein Academy for Letters', (41.4373765, -81.949449))"
433,189109,6,29,22,23,408,72,"('Pine  School', (41.427771500000006, -81.9196337))",6,5,318,25,"('North Olmsted Middle School', (41.416638299999995, -81.91906469999999))",14,9,113,25,"('Albert Einstein Academy for Letters', (41.4373765, -81.949449))"
86,189110,6,29,27,23,331,13,"('Bassett Elementary School', (41.4564178, -81.94266))",6,5,285,14,"('Lee Burneson Middle School', (41.4547027, -81.9247752))",14,9,233,14,"('Westlake High School', (41.4606403, -81.9289916))"
25,189111,6,30,25,23,211,13,"('Bassett Elementary School', (41.4564178, -81.94266))",7,5,203,25,"('Lee Burneson Middle School', (41.4547027, -81.9247752))",15,9,190,25,"('Albert Einstein Academy for Letters', (41.4373765, -81.949449))"
151,189112,6,27,21,23,23,29,"('Holly Lane Elementary School', (41.4429, -81.90955799999999))",6,5,243,14,"('Lee Burneson Middle School', (41.4547027, -81.9247752))",15,9,382,14,"('Westlake High School', (41.4606403, -81.9289916))"
152,190502,6,30,24,23,397,18,"('Olmsted Falls Early Childhood Center', (41.3867348, -81.91949740000001))",6,5,398,16,"('North Olmsted Middle School', (41.416638299999995, -81.91906469999999))",15,9,379,16,"('North Olmsted High School', (41.4062671, -81.9253875))"
347,190503,6,29,23,23,216,18,"('Olmsted Falls Early Childhood Center', (41.3867348, -81.91949740000001))",6,5,287,16,"('Olmsted Falls Middle School', (41.3713867, -81.936009))",15,9,261,16,"('North Olmsted High School', (41.4062671, -81.9253875))"
386,190504,6,30,25,23,24,38,"('Olmsted Falls Intermediate Building', (41.3713466, -81.9363917))",7,5,4,8,"('Olmsted Falls Middle School', (41.3713867, -81.936009))",15,9,110,8,"('Olmsted Falls High School', (41.3707919, -81.9268845))"
153,192300,6,25,21,21,421,24,"('Cuyahoga Hts Elementary School', (41.4256407, -81.64263609999999))",5,5,307,13,"('Cuyahoga Hts Middle School', (41.427228899999996, -81.64196779999999))",15,9,353,13,"('Cuyahoga Hts High School', (41.4272786, -81.64272170000001))"
154,192800,6,18,17,12,289,160,"('Iowa-Maple Elementary School', (41.5470126, -81.597939))",8,5,377,59,(),11,3,273,59,"('Glenville High School', (41.539004299999995, -81.606617))"
155,192900,6,28,24,20,430,7,"('Independence Primary School', (41.367574, -81.63331))",6,4,327,6,"('Garfield Heights Middle School', (41.40515739999999, -81.6010845))",16,9,412,6,"('Independence High School', (41.3741954, -81.64907020000001))"
348,193800,6,28,23,18,345,131,"('Green Inspiration Academy', (41.444329100000004, -81.5276298))",5,2,118,51,"('Warrensville Heights Middle School', (41.4435489, -81.53521579999999))",9,4,166,51,"('Warrensville Heights High School', (41.443428499999996, -81.5306741))"
323,193900,6,23,24,19,352,131,"('Green Inspiration Academy', (41.444329100000004, -81.5276298))",4,3,241,51,"('Warrensville Heights Middle School', (41.4435489, -81.53521579999999))",12,6,256,51,"('Warrensville Heights High School', (41.443428499999996, -81.5306741))"
406,194100,6,31,25,22,433,47,"('Glendale Primary School', (41.392264000000004, -81.554096))",8,5,377,67,(),17,9,392,67,()
26,194300,6,30,27,23,300,41,"('Mayfield Center Elementary School', (41.539986799999994, -81.4401733))",7,5,289,15,"('Mayfield Middle School', (41.5297553, -81.4377439))",16,9,324,15,"('Mayfield High School', (41.5365444, -81.45948299999999))"
324,194500,6,31,28,23,389,32,"('Gates Mills Elementary School', (41.522544, -81.40401))",7,5,244,15,"('Mayfield Middle School', (41.5297553, -81.4377439))",16,9,430,15,"('Mayfield High School', (41.5365444, -81.45948299999999))"
156,194800,6,26,27,22,405,6,"('Bryden Elementary School', (41.469052399999995, -81.50006490000001))",6,5,269,5,"('Ballard Brady Middle School', (41.454769, -81.455866))",14,8,341,5,"('Orange High School', (41.4583654, -81.4539252))"
325,194900,6,32,27,22,391,27,"('Moreland Hills Elementary School', (41.452724700000005, -81.4567938))",6,4,224,5,"('Ballard Brady Middle School', (41.454769, -81.455866))",15,8,348,5,"('Orange High School', (41.4583654, -81.4539252))"
59,195600,6,32,27,23,385,96,"('Carylwood Intermediate School', (41.3759144, -81.5167646))",7,5,229,31,"('Heskett Middle School', (41.4043559, -81.4978656))",14,8,361,31,"('Bedford High School', (41.402332, -81.52539909999999))"
101,195700,6,32,25,23,425,96,"('Carylwood Intermediate School', (41.3759144, -81.5167646))",7,5,405,3,"('Heskett Middle School', (41.4043559, -81.4978656))",16,9,435,3,"('Solon High School', (41.37767, -81.44103879999999))"
326,195800,6,32,28,23,434,3,"('Dorothy E Lewis Elementary School', (41.4103391, -81.449815))",6,5,426,3,"('Chagrin Falls Middle School', (41.426818, -81.380651))",15,9,433,3,"('Solon High School', (41.37767, -81.44103879999999))"
157,195900,6,32,29,23,79,21,"('Chagrin Falls Intermediate Elementary School', (41.430911200000004, -81.38848490000001))",7,5,94,1,"('Chagrin Falls Middle School', (41.426818, -81.380651))",16,9,169,1,"('Chagrin Falls High School', (41.4267201, -81.3792783))"
327,196000,6,16,9,8,316,139,"('Caledonia Elementary School', (41.5349718, -81.56235629999999))",6,4,160,45,"('Monticello Middle School', (41.53078370000001, -81.5487814))",13,5,229,45,"('Shaw High School', (41.5367159, -81.5741014))"
407,196100,6,26,18,16,371,82,"('Washington Park Community', (41.4492607, -81.6587344))",6,4,180,13,"('Cuyahoga Hts Middle School', (41.427228899999996, -81.64196779999999))",14,9,244,13,"('Cuyahoga Hts High School', (41.4272786, -81.64272170000001))"
